PART NUMBER,GROUP,CUST PRICE,RET PRICE,CATEGORY
002210UC,PRICEGROUP1,35.5907,88.3627,3050
002210UC,PRICEGROUP2,35.5907,88.3627,3040
002210UC,PRICEGROUP3,39.2728,88.3627,3030
002210UC,PRICEGROUP4,44.1814,88.3627,3020
002210UC,PRICEGROUP5,47.8625,88.3627,3010
002210UC,PRICEGROUP6,35.5907,88.3627,3031
002210UC,PRICEGROUP7,44.1814,88.3627,3021
002220,PRICEGROUP1,35.5907,88.3627,3050
002220,PRICEGROUP2,35.5907,88.3627,3040
002220,PRICEGROUP3,39.2728,88.3627,3030
002220,PRICEGROUP4,44.1814,88.3627,3020
002220,PRICEGROUP5,47.8625,88.3627,3010
002220,PRICEGROUP6,35.5907,88.3627,3031
002220,PRICEGROUP7,44.1814,88.3627,3021
002240,PRICEGROUP1,35.5907,88.3627,3050
002240,PRICEGROUP2,35.5907,88.3627,3040
002240,PRICEGROUP3,39.2728,88.3627,3030
002240,PRICEGROUP4,44.1814,88.3627,3020
002240,PRICEGROUP5,47.8625,88.3627,3010
002240,PRICEGROUP6,35.5907,88.3627,3031
002240,PRICEGROUP7,44.1814,88.3627,3021
002302,PRICEGROUP1,32.9518,81.8109,3050
002302,PRICEGROUP2,32.9518,81.8109,3040
002302,PRICEGROUP3,36.3609,81.8109,3030
002302,PRICEGROUP4,40.9055,81.8109,3020
002302,PRICEGROUP5,44.3137,81.8109,3010
002302,PRICEGROUP6,32.9518,81.8109,3031
002302,PRICEGROUP7,40.9055,81.8109,3021
002402,PRICEGROUP1,28.2268,71.181,3050
002402,PRICEGROUP2,28.2268,71.181,3040
002402,PRICEGROUP3,31.9083,71.181,3030
002402,PRICEGROUP4,35.5905,71.181,3020
002402,PRICEGROUP5,39.2777,71.181,3010
002402,PRICEGROUP6,28.2268,71.181,3031
